Rating Agency,Corporation,Rating,Rating Date,CIK,Binary Rating,SIC Code,Sector,Ticker,Current Ratio,Long-term Debt / Capital,Debt/Equity Ratio,Gross Margin,Operating Margin,EBIT Margin,EBITDA Margin,Pre-Tax Profit Margin,Net Profit Margin,Asset Turnover,ROE - Return On Equity,Return On Tangible Equity,ROA - Return On Assets,ROI - Return On Investment,Operating Cash Flow Per Share,Free Cash Flow Per Share
Standard & Poor's Ratings Services,Adient US LLC,BBB,2016-07-29,1670541,1,2531.0,Manuf,ADNT,0.9489,0.006,0.0102,9.2272,3.5922,3.5922,5.3211,4.778,2.3666,1.9231,9.381,15.5549,5.1835,9.3244,-4.2644,-3.0491
Standard & Poor's Ratings Services,Adient US LLC,BBB,2016-11-17,1670541,1,2531.0,Manuf,ADNT,1.3359,0.4442,0.8175,9.5831,2.3049,2.3049,4.3538,2.2454,-9.2079,1.2959,-33.9447,-72.5558,-11.2844,-18.867,-15.2676,-14.9206
Moody's Investors Service,"Air Products and Chemicals, Inc.",A,2016-05-24,2969,1,2810.0,Chems,APD,0.7665,0.3485,0.7965,28.4511,15.7612,15.7612,26.7334,16.1816,16.3325,0.4514,13.0861,16.8231,5.5721,8.525,-0.7568,0.2687
Standard & Poor's Ratings Services,Alere Inc.,CCC+,2016-02-02,1145460,0,2835.0,Hlth,ALR,0.4594,0.2467,0.6083,42.8892,-2.7116,-2.7116,1.6211,-2.9381,-3.1553,2.5677,-22.0974,-22.0974,-7.6648,-16.6467,3.7242,1.2751
Standard & Poor's Ratings Services,Alere Inc.,B,2016-05-06,1145460,0,2835.0,Hlth,ALR,0.4594,0.2467,0.6083,42.8892,-2.7116,-2.7116,1.6211,-2.9381,-3.1553,2.5677,-22.0974,-22.0974,-7.6648,-16.6467,3.7242,1.2751
Standard & Poor's Ratings Services,Alere Inc.,B,2016-06-06,1145460,0,2835.0,Hlth,ALR,0.4594,0.2467,0.6083,42.8892,-2.7116,-2.7116,1.6211,-2.9381,-3.1553,2.5677,-22.0974,-22.0974,-7.6648,-16.6467,3.7242,1.2751
Standard & Poor's Ratings Services,Algonquin Power & Utilities Corp.,BB+,2016-02-09,1174169,0,4991.0,Other,AQN,1.0813,0.392,0.6487,36.2328,17.9569,17.9569,32.7087,12.6719,10.5182,0.2059,4.1643,4.1141,1.7336,2.2956,-0.0161,1.208
Standard & Poor's Ratings Services,Algonquin Power & Utilities Corp.,BB+,2016-10-28,1174169,0,4991.0,Other,AQN,1.0813,0.392,0.6487,36.2328,17.9569,17.9569,32.7087,12.6719,10.5182,0.2059,4.1643,4.1141,1.7336,2.2956,-0.0161,1.208
Standard & Poor's Ratings Services,Alibaba Group Holding Limited,A+,2016-03-11,1577552,1,7370.0,BusEq,BABA,3.582,0.2433,0.3341,68.722,30.5865,30.5865,36.3784,42.4225,31.6928,0.2983,15.4491,22.9859,9.5205,11.6909,0.8363,0.7559
Standard & Poor's Ratings Services,Alibaba Group Holding Limited,A+,2016-11-29,1577552,1,7370.0,BusEq,BABA,2.5761,0.1765,0.2315,66.0334,29.2235,29.2235,35.8473,80.5495,70.6554,0.2775,28.5685,44.6545,19.5609,23.5274,0.7811,0.7596
Standard & Poor's Ratings Services,Allegiant Travel Company,BB,2016-06-24,1362468,0,4512.0,Other,ALGT,1.198,0.6458,2.0023,32.3727,13.8381,13.8381,21.3684,12.0603,7.6241,0.9206,29.3483,29.3483,6.9876,10.3948,4.8363,-1.5589
Standard & Poor's Ratings Services,Allegiant Travel Company,BB-,2016-09-14,1362468,0,4512.0,Other,ALGT,1.198,0.6458,2.0023,32.3727,13.8381,13.8381,21.3684,12.0603,7.6241,0.9206,29.3483,29.3483,6.9876,10.3948,4.8363,-1.5589
Standard & Poor's Ratings Services,Allegiant Travel Company,BB-,2016-11-30,1362468,0,4512.0,Other,ALGT,1.198,0.6458,2.0023,32.3727,13.8381,13.8381,21.3684,12.0603,7.6241,0.9206,29.3483,29.3483,6.9876,10.3948,4.8363,-1.5589
Standard & Poor's Ratings Services,Allegion PLC,BBB-,2016-06-28,1579241,1,3420.0,Manuf,ALLE,1.6442,0.98,51.2828,42.0241,17.3396,17.3396,19.912,10.1204,7.4416,0.9139,520.8755,-14.6385,6.8361,10.4021,0.0195,0.1841
Moody's Investors Service,Allegion plc,BBB-,2016-02-08,1579241,1,3420.0,Manuf,ALLE,1.6442,0.98,51.2828,42.0241,17.3396,17.3396,19.912,10.1204,7.4416,0.9139,520.8755,-14.6385,6.8361,10.4021,0.0195,0.1841
Standard & Poor's Ratings Services,Alliant Energy Corp.,A,2016-11-22,352541,1,4931.0,Utils,LNT,0.8587,0.4961,1.0736,64.0331,16.2254,16.2254,29.4272,13.1332,11.4348,0.2777,11.5012,10.8694,3.2801,5.477,0.723,0.2404
Moody's Investors Service,Alliant Energy Corporation,BBB+,2016-07-05,352541,1,4931.0,Utils,LNT,0.8587,0.4961,1.0736,64.0331,16.2254,16.2254,29.4272,13.1332,11.4348,0.2777,11.5012,10.8694,3.2801,5.477,0.723,0.2404
Moody's Investors Service,"Allison Transmission, Inc.",BB+,2016-09-08,1411207,0,3714.0,Durbl,ALSN,2.025,0.6644,2.0,47.0292,21.6012,21.6012,31.3192,14.5519,9.1641,0.4505,15.3121,-8.7198,4.1285,5.1394,0.132,0.156
Fitch Ratings,"Allison Transmission, Inc.",BB,2016-09-15,1411207,0,3714.0,Durbl,ALSN,2.025,0.6644,2.0,47.0292,21.6012,21.6012,31.3192,14.5519,9.1641,0.4505,15.3121,-8.7198,4.1285,5.1394,0.132,0.156
Moody's Investors Service,Alphabet Inc.,AA,2016-02-12,1652044,1,7370.0,BusEq,GOOGL,4.6667,0.0163,0.0434,62.4425,25.8171,25.8171,32.5688,26.2052,21.1044,0.5085,13.5859,16.2481,11.0863,13.3643,4.653,6.108
Moody's Investors Service,Alphabet Inc.,AA,2016-08-02,1652044,1,7370.0,BusEq,GOOGL,4.6667,0.0163,0.0434,62.4425,25.8171,25.8171,32.5688,26.2052,21.1044,0.5085,13.5859,16.2481,11.0863,13.3643,4.653,6.108
Fitch Ratings,Altera Corp.,A+,2016-04-22,768251,1,3674.0,BusEq,ALTR,0.6349,2.5387,-1.9786,66.2706,5.0818,5.0818,7.9302,3.9945,3.7164,1.3258,-26.0021,-13.5504,4.9272,40.0095,0.1846,0.0955
Moody's Investors Service,Altera Corporation,A+,2016-01-05,768251,1,3674.0,BusEq,ALTR,0.6349,2.5387,-1.9786,66.2706,5.0818,5.0818,7.9302,3.9945,3.7164,1.3258,-26.0021,-13.5504,4.9272,40.0095,0.1846,0.0955
Moody's Investors Service,Ambev S.A.,BBB-,2016-02-25,1565025,1,2082.0,NoDur,ABEV,0.9394,0.044,0.0716,65.6223,40.1934,40.1934,46.7743,35.3454,26.592,0.5181,25.5876,90.1374,14.2822,24.4616,0.0246,0.0425
Standard & Poor's Ratings Services,Amcor Ltd.,BBB,2016-03-03,1748790,1,2670.0,Manuf,AMCR,1.8995,0.5286,1.1507,21.4521,10.0604,10.0604,13.9436,8.938,5.8776,1.1667,20.0348,223.7741,6.9316,9.4444,0.6257,0.5448
Standard & Poor's Ratings Services,Amcor Ltd.,BBB,2016-03-23,1748790,1,2670.0,Manuf,AMCR,1.8995,0.5286,1.1507,21.4521,10.0604,10.0604,13.9436,8.938,5.8776,1.1667,20.0348,223.7741,6.9316,9.4444,0.6257,0.5448
Standard & Poor's Ratings Services,Amcor Ltd.,BBB,2016-11-22,1748790,1,2670.0,Manuf,AMCR,1.8995,0.5286,1.1507,21.4521,10.0604,10.0604,13.9436,8.938,5.8776,1.1667,20.0348,223.7741,6.9316,9.4444,0.6257,0.5448
Fitch Ratings,America Movil S.A.B. de C.V.,A,2016-03-14,1129137,1,4812.0,Telcm,AMX,0.8256,0.778,4.2476,53.248,15.8207,15.8207,29.8807,6.2825,3.9234,0.6897,22.9996,-36.6207,2.8534,5.1063,-2.4147,-1.8694
Standard & Poor's Ratings Services,"America Movil, B.V.",A-,2016-08-29,1129137,1,4812.0,Telcm,AMX,0.8256,0.778,4.2476,53.248,15.8207,15.8207,29.8807,6.2825,3.9234,0.6897,22.9996,-36.6207,2.8534,5.1063,-2.4147,-1.8694
Moody's Investors Service,"America Movil, S.A.B. de C.V.",A,2016-03-10,1129137,1,4812.0,Telcm,AMX,0.8256,0.778,4.2476,53.248,15.8207,15.8207,29.8807,6.2825,3.9234,0.6897,22.9996,-36.6207,2.8534,5.1063,-2.4147,-1.8694
"Japan Credit Rating Agency,Ltd.","America Movil, S.A.B. de C.V.",A,2016-10-27,1129137,1,4812.0,Telcm,AMX,0.8256,0.778,4.2476,53.248,15.8207,15.8207,29.8807,6.2825,3.9234,0.6897,22.9996,-36.6207,2.8534,5.1063,-2.4147,-1.8694
Moody's Investors Service,"American Axle & Manufacturing Holdings, Inc.",BB-,2016-03-01,1062231,0,3714.0,Durbl,AXL,1.6078,0.8202,4.5738,16.2794,9.1748,9.1748,14.2579,6.9868,5.9004,1.2187,78.1426,160.1631,7.3563,14.0472,0.7539,0.8226
Standard & Poor's Ratings Services,American Electric Power Co. Inc.,BBB,2016-09-16,4904,1,4911.0,Utils,AEP,0.5729,0.4977,1.1378,62.8753,20.2605,20.2605,33.3564,15.9416,12.442,0.2667,9.8777,9.9068,2.8672,4.9616,0.2661,-0.3539
Standard & Poor's Ratings Services,American Electric Power Co. Inc.,BBB,2016-09-28,4904,1,4911.0,Utils,AEP,0.5729,0.4977,1.1378,62.8753,20.2605,20.2605,33.3564,15.9416,12.442,0.2667,9.8777,9.9068,2.8672,4.9616,0.2661,-0.3539
Moody's Investors Service,"Ameriprise Financial, Inc",A-,2016-08-08,820027,1,6211.0,Money,AMP,0.8581,0.5162,1.0886,100.0,23.435,29.2468,31.3173,20.7613,13.1969,0.0824,21.5153,21.5153,1.3453,10.4087,5.7164,5.6439
Standard & Poor's Ratings Services,AmerisourceBergen Corp.,A,2016-01-27,1140859,1,5122.0,Shops,ABC,0.9424,0.8585,6.0664,2.5958,0.3105,0.3105,0.4988,0.1978,-0.1016,4.8622,-22.4154,2.5025,-0.4941,-3.1721,11.7878,11.8478
Fitch Ratings,Amgen Inc.,BBB,2016-02-18,318154,1,2836.0,Hlth,AMGN,4.4454,0.5096,1.1191,80.4866,39.1007,39.1007,48.8321,36.8295,32.0331,0.3032,24.7089,419.2749,9.7118,12.1174,1.0777,1.5885
Standard & Poor's Ratings Services,Amgen Inc.,A,2016-02-23,318154,1,2836.0,Hlth,AMGN,4.4454,0.5096,1.1191,80.4866,39.1007,39.1007,48.8321,36.8295,32.0331,0.3032,24.7089,419.2749,9.7118,12.1174,1.0777,1.5885
Standard & Poor's Ratings Services,Amgen Inc.,A,2016-05-12,318154,1,2836.0,Hlth,AMGN,4.4454,0.5096,1.1191,80.4866,39.1007,39.1007,48.8321,36.8295,32.0331,0.3032,24.7089,419.2749,9.7118,12.1174,1.0777,1.5885
Standard & Poor's Ratings Services,Amgen Inc.,A,2016-05-25,318154,1,2836.0,Hlth,AMGN,4.4454,0.5096,1.1191,80.4866,39.1007,39.1007,48.8321,36.8295,32.0331,0.3032,24.7089,419.2749,9.7118,12.1174,1.0777,1.5885
Standard & Poor's Ratings Services,Amgen Inc.,A,2016-08-10,318154,1,2836.0,Hlth,AMGN,4.4454,0.5096,1.1191,80.4866,39.1007,39.1007,48.8321,36.8295,32.0331,0.3032,24.7089,419.2749,9.7118,12.1174,1.0777,1.5885
Standard & Poor's Ratings Services,Amkor Technology Inc.,BB,2016-05-18,1047127,0,3674.0,BusEq,AMKR,1.7099,0.5743,1.3536,17.6652,7.0767,7.0767,21.9976,4.3483,4.1339,0.8608,11.7814,11.7814,3.6651,5.0151,0.2273,-0.3474
Standard & Poor's Ratings Services,Amneal Pharmaceuticals LLC,BB-,2016-10-26,1723128,0,2834.0,Hlth,AMRX,2.5158,0.2855,0.3997,40.9549,8.0849,8.0849,16.0616,6.8995,4.5321,0.4476,3.6706,15.5849,2.0285,2.6225,0.8183,0.8925
Standard & Poor's Ratings Services,Amphenol Corp.,A,2016-01-22,820313,1,3678.0,BusEq,APH,3.8179,0.4618,0.8582,31.9554,19.8377,19.8377,22.9192,18.9057,13.7106,0.7466,23.5572,276.3148,10.3548,12.6781,0.2533,0.3127
Moody's Investors Service,"Anheuser-Busch InBev Finance, Inc",A-,2016-01-20,1668717,1,2082.0,NoDur,BUD,0.6429,0.4878,1.082,60.6986,30.9926,30.9926,38.2236,28.5777,18.973,0.3239,21.5818,-20.1289,7.3287,11.0542,-0.0291,-0.1535
Moody's Investors Service,"Anheuser-Busch InBev Finance, Inc",A-,2016-05-25,1668717,1,2082.0,NoDur,BUD,0.6429,0.4878,1.082,60.6986,30.9926,30.9926,38.2236,28.5777,18.973,0.3239,21.5818,-20.1289,7.3287,11.0542,-0.0291,-0.1535
Moody's Investors Service,Anheuser-Busch InBev SA/NV,A,2016-03-18,1668717,1,2082.0,NoDur,BUD,0.6429,0.4878,1.082,60.6986,30.9926,30.9926,38.2236,28.5777,18.973,0.3239,21.5818,-20.1289,7.3287,11.0542,-0.0291,-0.1535
Moody's Investors Service,Apache Corporation,BBB-,2016-02-25,6769,1,1311.0,Enrgy,APA,2.038,0.4787,0.9184,96.9371,-176.6439,-176.6439,-128.7415,-176.6439,-150.2685,0.2702,-117.5869,-117.5869,-43.7608,-61.293,-13.6658,1.6518
Fitch Ratings,Apache Corporation,BBB,2016-03-16,6769,1,1311.0,Enrgy,APA,2.038,0.4787,0.9184,96.9371,-176.6439,-176.6439,-128.7415,-176.6439,-150.2685,0.2702,-117.5869,-117.5869,-43.7608,-61.293,-13.6658,1.6518
Standard & Poor's Ratings Services,Apple Inc.,AA+,2016-05-20,320193,1,3663.0,BusEq,AAPL,1.1088,0.3088,0.539,40.0599,30.4773,30.4773,35.2938,31.0271,22.8458,0.805,44.7355,48.3878,18.3899,30.9201,1.0688,0.9743
Standard & Poor's Ratings Services,Apple Inc.,AA+,2016-06-03,320193,1,3663.0,BusEq,AAPL,1.1088,0.3088,0.539,40.0599,30.4773,30.4773,35.2938,31.0271,22.8458,0.805,44.7355,48.3878,18.3899,30.9201,1.0688,0.9743
Standard & Poor's Ratings Services,Apple Inc.,AA+,2016-06-13,320193,1,3663.0,BusEq,AAPL,1.1088,0.3088,0.539,40.0599,30.4773,30.4773,35.2938,31.0271,22.8458,0.805,44.7355,48.3878,18.3899,30.9201,1.0688,0.9743
Moody's Investors Service,Archer-Daniels-Midland Company,A,2016-08-08,7084,1,2070.0,NoDur,ADM,1.6164,0.2439,0.328,5.858,2.9261,2.9261,4.2288,3.3736,2.7311,1.6859,10.3042,12.9753,4.597,7.791,-4.7895,-5.2383
Moody's Investors Service,Archer-Daniels-Midland Company,A,2016-08-17,7084,1,2070.0,NoDur,ADM,1.6164,0.2439,0.328,5.858,2.9261,2.9261,4.2288,3.3736,2.7311,1.6859,10.3042,12.9753,4.597,7.791,-4.7895,-5.2383
Moody's Investors Service,Arcos Dorados Holdings Inc.,B+,2016-03-08,1508478,0,5812.0,Shops,ARCO,0.6565,0.6313,2.2833,11.7117,3.0598,3.0598,6.6865,-0.9353,-1.6914,2.1756,-17.9055,-21.6378,-3.6608,-6.6009,-0.3726,0.069
Standard & Poor's Ratings Services,Armstrong World Industries Inc.,BB+,2016-02-03,7431,0,3290.0,Manuf,AWI,2.0188,0.5491,1.2855,38.0077,19.5007,19.5007,34.1945,11.7501,11.7004,0.2996,7.5312,18.0037,2.1547,3.3959,-0.125,0.7022
Standard & Poor's Ratings Services,Arrow Electronics Inc.,BBB,2016-02-19,7536,1,5065.0,Shops,ARW,1.5169,0.362,0.578,13.0369,3.5413,3.5413,4.4133,2.973,2.1378,1.7879,11.9311,34.837,3.8434,7.6115,0.161,-0.1945
Standard & Poor's Ratings Services,Asbury Automotive Group Inc.,BB,2016-06-07,1144980,0,5500.0,Shops,ABG,1.2266,0.601,3.2911,16.4835,4.5708,4.5708,5.2593,3.1188,1.9019,2.6891,25.1742,32.8542,5.1329,10.0457,1.1671,1.694
Standard & Poor's Ratings Services,Ashland LLC,BB,2016-02-11,1305014,0,5160.0,Shops,ASH,2.1449,0.5244,1.2279,25.9649,3.2749,3.2749,12.7485,-4.4152,9.0351,0.3402,-0.3951,2.0305,-0.1194,-0.1879,-11.2006,-11.2802
Standard & Poor's Ratings Services,Ashland LLC,BB,2016-04-01,1305014,0,5160.0,Shops,ASH,2.1449,0.5244,1.2279,25.9649,3.2749,3.2749,12.7485,-4.4152,9.0351,0.3402,-0.3951,2.0305,-0.1194,-0.1879,-11.2006,-11.2802
Standard & Poor's Ratings Services,Ashland LLC,BB,2016-09-30,1305014,0,5160.0,Shops,ASH,2.1449,0.5244,1.2279,25.9649,3.2749,3.2749,12.7485,-4.4152,9.0351,0.3402,-0.3951,2.0305,-0.1194,-0.1879,-11.2006,-11.2802
Moody's Investors Service,AstraZeneca PLC,A-,2016-05-10,901832,1,2834.0,Hlth,AZN,0.9635,0.2994,0.5519,77.9937,8.0499,8.0499,20.4129,4.6936,4.6446,0.4531,6.2863,-9.5848,2.1077,4.404,-0.1587,-0.2281
Standard & Poor's Ratings Services,AstraZeneca PLC,A-,2016-05-12,901832,1,2834.0,Hlth,AZN,0.9635,0.2994,0.5519,77.9937,8.0499,8.0499,20.4129,4.6936,4.6446,0.4531,6.2863,-9.5848,2.1077,4.404,-0.1587,-0.2281
Standard & Poor's Ratings Services,AstraZeneca PLC,A-,2016-05-24,901832,1,2834.0,Hlth,AZN,0.9635,0.2994,0.5519,77.9937,8.0499,8.0499,20.4129,4.6936,4.6446,0.4531,6.2863,-9.5848,2.1077,4.404,-0.1587,-0.2281
Standard & Poor's Ratings Services,Atkore International Inc.,B,2016-04-27,1666138,0,3640.0,Durbl,ATKR,2.2874,0.806,4.1734,15.776,2.1362,2.1362,5.7851,-0.4552,-0.2866,1.5525,-3.1707,2.0931,-0.4449,-0.6151,0.5633,0.4898
Standard & Poor's Ratings Services,Atmos Energy Corp.,AA,2016-05-13,731802,1,4924.0,Utils,ATO,0.5423,0.4328,0.9063,55.7335,20.9168,20.9168,30.3052,16.9175,10.7645,0.3225,9.5663,12.4638,3.3677,5.4262,0.4607,-0.5502
Standard & Poor's Ratings Services,Atmos Energy Corp.,AA,2016-09-22,731802,1,4924.0,Utils,ATO,0.5423,0.4328,0.9063,55.7335,20.9168,20.9168,30.3052,16.9175,10.7645,0.3225,9.5663,12.4638,3.3677,5.4262,0.4607,-0.5502
Standard & Poor's Ratings Services,AutoZone Inc.,A,2016-03-30,866787,1,5531.0,Shops,AZO,0.8424,1.582,-2.7183,52.2907,19.1714,19.1714,21.8821,17.6946,11.3891,1.2573,-68.1937,-55.427,14.3198,39.6869,9.2569,7.1956
Moody's Investors Service,"AutoZone, Inc.",BBB+,2016-04-18,866787,1,5531.0,Shops,AZO,0.8424,1.582,-2.7183,52.2907,19.1714,19.1714,21.8821,17.6946,11.3891,1.2573,-68.1937,-55.427,14.3198,39.6869,9.2569,7.1956
Standard & Poor's Ratings Services,Autoliv Inc.,A-,2016-08-05,1034670,1,3714.0,Durbl,ALV,1.8138,0.3018,0.4438,20.111,7.9371,7.9371,11.4171,7.3689,4.9817,1.2185,13.1917,27.333,6.0793,9.2099,0.7766,0.5975
Standard & Poor's Ratings Services,Autoliv Inc.,A-,2016-10-24,1034670,1,3714.0,Durbl,ALV,1.8138,0.3018,0.4438,20.111,7.9371,7.9371,11.4171,7.3689,4.9817,1.2185,13.1917,27.333,6.0793,9.2099,0.7766,0.5975
Standard & Poor's Ratings Services,Automatic Data Processing Inc.,AAA,2016-04-14,8670,1,7374.0,BusEq,ADP,1.0625,0.0019,0.0019,41.2388,18.412,18.412,21.8695,18.9304,13.2788,0.3304,28.6264,54.8013,4.1573,28.5717,0.3786,0.4243
Standard & Poor's Ratings Services,Avago Technologies Cayman Holdings Ltd.,BBB,2016-03-25,1441634,1,3674.0,BusEq,AVGO,3.3592,0.448,0.8214,52.0662,23.9156,23.9156,38.3353,21.4977,19.9883,0.649,29.5079,-586.9199,13.2287,16.2881,3.8484,3.6613
Standard & Poor's Ratings Services,Avago Technologies Cayman Holdings Ltd.,BBB,2016-08-02,1441634,1,3674.0,BusEq,AVGO,3.3592,0.448,0.8214,52.0662,23.9156,23.9156,38.3353,21.4977,19.9883,0.649,29.5079,-586.9199,13.2287,16.2881,3.8484,3.6613
Standard & Poor's Ratings Services,Avago Technologies Cayman Holdings Ltd.,BBB,2016-11-04,1441634,1,3674.0,BusEq,AVGO,2.3148,0.3761,0.6236,44.8641,-3.0891,-3.0891,20.1586,-8.361,-13.1344,0.265,-7.9951,9.7579,-3.5004,-4.988,0.6569,0.5011
Standard & Poor's Ratings Services,Avery Dennison Corp.,A,2016-06-09,8818,1,2670.0,Manuf,AVY,1.2061,0.4729,1.0923,26.0841,6.6995,6.6995,9.8842,5.6996,3.8719,1.4529,23.6041,95.5934,5.6761,12.4409,0.5157,0.1576
Moody's Investors Service,"Avnet, Inc.",BBB-,2016-03-21,8858,1,5065.0,Shops,AVT,2.0094,0.26,0.4221,12.5182,3.6994,3.6994,4.165,3.237,3.2393,1.6348,10.3602,14.6793,4.4942,7.666,2.5125,2.4312
Standard & Poor's Ratings Services,Axalta Coating Systems LLC,B+,2016-08-01,1616862,0,2851.0,Chems,AXTA,2.1118,0.7482,3.0157,36.8054,11.3285,11.3285,19.3163,3.8418,2.2287,0.705,8.3947,-9.7895,1.6432,2.1136,0.618,0.8599
Standard & Poor's Ratings Services,Axalta Coating Systems LLC,B+,2016-11-03,1616862,0,2851.0,Chems,AXTA,2.1118,0.7482,3.0157,36.8054,11.3285,11.3285,19.3163,3.8418,2.2287,0.705,8.3947,-9.7895,1.6432,2.1136,0.618,0.8599
Moody's Investors Service,"Axalta Coating Systems, LLC",B+,2016-09-13,1616862,0,2851.0,Chems,AXTA,2.1118,0.7482,3.0157,36.8054,11.3285,11.3285,19.3163,3.8418,2.2287,0.705,8.3947,-9.7895,1.6432,2.1136,0.618,0.8599
Standard & Poor's Ratings Services,BCE Inc.,BBB-,2016-03-07,718940,1,4813.0,Telcm,BCE,0.5004,0.5177,1.3189,40.7708,22.0274,22.0274,38.4327,17.332,12.917,0.4545,19.8914,-66.3148,4.8271,7.0735,-0.9975,-0.7621
DBRS,BCE Inc.,BBB+,2016-08-08,718940,1,4813.0,Telcm,BCE,0.5004,0.5177,1.3189,40.7708,22.0274,22.0274,38.4327,17.332,12.917,0.4545,19.8914,-66.3148,4.8271,7.0735,-0.9975,-0.7621
Standard & Poor's Ratings Services,BRF S.A.,BBB,2016-02-17,1122491,1,2000.0,NoDur,BRFS,1.6504,0.4757,1.0971,31.3353,13.4555,13.4555,15.8522,7.9458,9.663,0.7972,21.3053,33.4027,7.2986,11.1713,-0.9505,-0.8727
Moody's Investors Service,BRF S.A.,BB+,2016-02-25,1122491,0,2000.0,NoDur,BRFS,1.6504,0.4757,1.0971,31.3353,13.4555,13.4555,15.8522,7.9458,9.663,0.7972,21.3053,33.4027,7.2986,11.1713,-0.9505,-0.8727
Standard & Poor's Ratings Services,BRF S.A.,BBB,2016-05-13,1122491,1,2000.0,NoDur,BRFS,1.6504,0.4757,1.0971,31.3353,13.4555,13.4555,15.8522,7.9458,9.663,0.7972,21.3053,33.4027,7.2986,11.1713,-0.9505,-0.8727
Standard & Poor's Ratings Services,Barrick Gold Corp.,BBB-,2016-03-07,756894,1,1040.0,Other,GOLD,2.4729,0.4978,1.017,33.2943,-15.2066,-15.2066,0.8888,-25.9107,-28.3915,0.3022,-23.0058,-36.405,-8.734,-11.5541,-2.1769,1.131
Standard & Poor's Ratings Services,Barrick Gold Corp.,BBB-,2016-08-31,756894,1,1040.0,Other,GOLD,2.4729,0.4978,1.017,33.2943,-15.2066,-15.2066,0.8888,-25.9107,-28.3915,0.3022,-23.0058,-36.405,-8.734,-11.5541,-2.1769,1.131
Moody's Investors Service,Baxter International Inc.,BBB,2016-08-10,10456,1,2834.0,Hlth,BAX,1.6833,0.4734,1.107,42.7372,6.12,6.12,13.5087,4.5713,23.2951,0.4101,5.6032,12.6628,1.7484,2.9509,0.0524,-0.3527
Standard & Poor's Ratings Services,Beacon Roofing Supply Inc.,B+,2016-09-02,1124941,0,5030.0,Shops,BECN,2.1758,0.179,0.2493,23.671,4.655,4.655,6.0411,4.2162,2.4761,1.6338,7.052,20.7835,4.0455,5.7895,1.0682,1.398
Standard & Poor's Ratings Services,Beazer Homes USA Inc.,CCC+,2016-03-11,915840,0,1531.0,Other,BZH,17.9751,0.7063,2.4053,16.7409,3.1699,3.1699,3.9895,1.3537,21.1436,0.6755,54.9788,54.9788,14.3859,16.145,2.496,2.4513
Standard & Poor's Ratings Services,Beazer Homes USA Inc.,CCC+,2016-06-15,915840,0,1531.0,Other,BZH,17.9751,0.7063,2.4053,16.7409,3.1699,3.1699,3.9895,1.3537,21.1436,0.6755,54.9788,54.9788,14.3859,16.145,2.496,2.4513
Standard & Poor's Ratings Services,Beazer Homes USA Inc.,B-,2016-08-12,915840,0,1531.0,Other,BZH,17.9751,0.7063,2.4053,16.7409,3.1699,3.1699,3.9895,1.3537,21.1436,0.6755,54.9788,54.9788,14.3859,16.145,2.496,2.4513
Standard & Poor's Ratings Services,Beazer Homes USA Inc.,B-,2016-09-07,915840,0,1531.0,Other,BZH,17.9751,0.7063,2.4053,16.7409,3.1699,3.1699,3.9895,1.3537,21.1436,0.6755,54.9788,54.9788,14.3859,16.145,2.496,2.4513
Standard & Poor's Ratings Services,Beazer Homes USA Inc.,B-,2016-09-27,915840,0,1531.0,Other,BZH,17.9751,0.7063,2.4053,16.7409,3.1699,3.1699,3.9895,1.3537,21.1436,0.6755,54.9788,54.9788,14.3859,16.145,2.496,2.4513
Moody's Investors Service,"Beazer Homes USA, Inc.",B-,2016-09-08,915840,0,1531.0,Other,BZH,17.9751,0.7063,2.4053,16.7409,3.1699,3.1699,3.9895,1.3537,21.1436,0.6755,54.9788,54.9788,14.3859,16.145,2.496,2.4513
Standard & Poor's Ratings Services,Bed Bath & Beyond Inc.,BBB+,2016-01-12,886158,1,5700.0,Shops,BBBY,2.102,0.3535,0.5468,38.8832,13.082,13.082,15.0952,12.6573,8.0587,1.7578,34.9037,42.4241,14.1659,22.565,-0.2365,-0.4835
Standard & Poor's Ratings Services,Bed Bath & Beyond Inc.,BBB+,2016-07-25,886158,1,5700.0,Shops,BBBY,2.049,0.3681,0.5826,38.1721,11.6897,11.6897,13.953,10.9671,6.9522,1.865,32.8766,40.6051,12.9658,20.774,-0.0427,-0.2822
Standard & Poor's Ratings Services,Belden Inc.,B+,2016-03-20,913142,0,3670.0,BusEq,BDC,1.5241,0.6764,2.093,39.7611,6.0866,6.0866,12.5971,1.7296,2.8669,0.7018,8.0565,-5.4718,2.0212,2.6073,1.0556,0.7787
Standard & Poor's Ratings Services,Belden Inc.,B+,2016-07-20,913142,0,3670.0,BusEq,BDC,1.5241,0.6764,2.093,39.7611,6.0866,6.0866,12.5971,1.7296,2.8669,0.7018,8.0565,-5.4718,2.0212,2.6073,1.0556,0.7787
Moody's Investors Service,Belden Inc.,BB-,2016-10-04,913142,0,3670.0,BusEq,BDC,1.5241,0.6764,2.093,39.7611,6.0866,6.0866,12.5971,1.7296,2.8669,0.7018,8.0565,-5.4718,2.0212,2.6073,1.0556,0.7787
Standard & Poor's Ratings Services,Biogen Inc.,A-,2016-05-31,875045,1,2836.0,Hlth,BIIB,2.5993,0.4103,0.6961,88.4762,45.4393,45.4393,51.0173,44.2901,32.9531,0.5519,38.3279,136.8317,18.4221,22.6039,4.5489,2.9812
